81,
81,
86,
92,
81,
86,
81,
81,
87,
81,
81,
87,
87,
86,
81,
81,
86,
86,
86,
87,
86,
87,
87,
87,
86,
86,
81,
81,
86,
87,
81,
81,
86,
87,
86,
87,
81,
81,
86,
87,
87,
87,
86,
81,
86,
86,
86,
81,
81,
95,
87,
87,
87,
81,
81,
87,
87,
81,
81,
86,
87,
87,
87,
87,
81,
86,
81,
87,
87,
81,
81,
81,
86,
81,
86,
92,
87,
86,
81,
81,
87,
87,
86,
87,
81,
87,
81,
86,
81,
87,
86,
87,
87,
81,
87,
81,
87,
81,
95,
87,
87,
81,
86,
86,
87,
86,
86,
86,
81,
87,
87,
87,
81,
86,
86,
81,
81,
81,
87,
81,
87,
81,
81,
87,
86,
87,
87,
87,
86,
81,
86,
81,
87,
87,
81,
81,
81,
86,
81,
87,
86,
92,
86,
87,
87,
81,
81,
86,
81,
87,
81,
81,
81,
81,
87,
87,
81,
86,
86,
81,
86,
81,
81,
81,
92,
81,
95,
87,
86,
81,
87,
86,
81,
81,
86,
81,
81,
87,
86,
81,
81,
81,
81,
81,
86,
81,
87,
86,
87,
81,
87,
87,
81,
81,
86,
81,
86,
81,
81,
87,
86,
86,
87,
86,
86,
87,
86,
81,
87,
86,
95,
81,
81,
87,
86,
87,
86,
81,
86,
81,
86,
81,
87,
81,
87,
86,
87,
87,
81,
86,
86,
86,
86,
86,
87,
87,
86,
81,
87,
81,
87,
81,
81,
81,
86,
86,
86,
81,
86,
87,
86,
87,
86,
81,
86,
92,
92,
87,
87,
86,
86,
87,
87,
86,
81,
81,
81,
81,
81,
90,
86,
87,
86,
81,
86,
87,
81,
81,
81,
86,
81,
81,
81,
81,
81,
86,
87,
87,
87,
87,
81,
81,
81,
81,
81,
86,
87,
81,
81,
81,
81,
87,
86,
81,
87,
86,
81,
81,
81,
86,
81,
87,
87,
81,
81,
86,
86,
81,
87,
86,
86,
87,
81,
86,
81,
81,
81,
